Concept	LID	WNUM	LName	Sampa	Tokens	CV	Classes	Sonority	Type	Filename
Affe	108461	68	Wasbüttel	"a.p@	ˈa . p ə 	2	V.CV	V.PV	1.51	s.w	WEF77AW1_g
Affe	100553	69	Eisenbach	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEE59AW1_g
Affe	132787	70	Endenburg/Lehnacker	"Af	ˈɑ f 	1	VC	VF	14	s	WEC98AW1_g
Affe	103217	71	Niederschelden	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEH34AW1_g
Affe	84354	72	Peterskirchen	"Af	ˈɑ f 	1	VC	VF	14	s	WEG31AW1_g
Affe	137105	73	Ebertshausen	"Af	ˈɑ f 	1	VC	VF	14	s	WEH53AW1_g
Affe	103582	74	Brockhausen	"a:.p@	ˈaː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEC78AW1_g
Affe	120233	75	KirchKogel	"a:p	ˈaː p 	1	VCC	V:P	15	s	WEG41AW1_g
Affe	80157	76	Obermaiselstein	"a:f	ˈaː f 	1	VCC	V:F	14	s	WED42AW1_g
Affe	99867	77	Ungstein	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEG38AW1_g
Affe	107810	78	Jesteburg	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF72AW1_g
Affe	115080	79	Ahrbergen	"o:.p@	ˈoː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEF99AW1_g
Affe	96991	80	Bruch	"a:f	ˈaː f 	1	VCC	V:F	14	s	WEE63AW1_g
Affe	139652	81	Linz	"a.fE	ˈa . f ɛ 	2	V.CV	V.FV	1.41	s.w	WEH21AW1_g
Affe	104872	82	Astfeld	"a:.p@	ˈaː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEC62AW1_g
Affe	535541	83	Lippramsdorf	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEC83AW1_g
Affe	106912	84	Brelingen	"a.fE	ˈa . f ɛ 	2	V.CV	V.FV	1.41	s.w	WEF80AW1_g
Affe	80214	85	Ramsau	"Af	ˈɑ f 	1	VC	VF	14	s	WEG33AW1_g
Affe	134531	86	Odenspiel	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEG10AW1_g
Affe	107244	87	Schwabstedt	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF62AW1_g
Affe	142407	88	Schmannewitz	"a.fE	ˈa . f ɛ 	2	V.CV	V.FV	1.41	s.w	WEH39AW1_g
Affe	136211	89	Köln	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEJ44AW1_g
Affe	122935	90	Pretzsch/Wittenberg	"a.vE	ˈa . v ɛ 	2	V.CV	V.FV	1.41	s.w	WEG90AW1_g
Affe	98052	91	Herbornseelbach	"af	ˈa f 	1	VC	VF	14	s	WEE83AW1_g
Affe	97691	92	Mörshausen	"A.f@	ˈɑ . f ə 	2	V.CV	V.FV	1.41	s.w	WEG84AW1_g
Affe	109126	93	Holmkjer	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF64AW1_g
Affe	72112	94	Maibrunn/Straubing	"Af	ˈɑ f 	1	VC	VF	14	s	WEG28AW1_g
Affe	99852	95	Hartenfels	"af	ˈa f 	1	VC	VF	14	s	WEG13AW1_g
Affe	141434	96	Mockern/Altenburg	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEG83AW1_g
Affe	117389	97	Wieda	"A:.f@	ˈɑː . f ə 	2	VC.CV	V:.FV	1.41	s.w	WEC56AW1_g
Affe	81382	98	Ottowind	"af	ˈa f 	1	VC	VF	14	s	WED56AW1_g
Affe	102505	99	Haddorf	"a:p	ˈaː p 	1	VCC	V:P	15	s	WEG06AW1_g
Affe	98885	100	Kruft	"a:.f@	ˈaː . f ə 	2	VC.CV	V:.FV	1.41	s.w	WEG18AW1_g
Affe	74385	101	Pöttmes	"A:f	ˈɑː f 	1	VCC	V:F	14	s	WED32AW1_g
Affe	141827	102	Lampertswalde	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEH38AW1_g
Affe	101005	103	Frohnhausen/Battenberg	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEF47AW1_g
Affe	124917	104	Jürgenshagen	"Op	ˈɔ p 	1	VC	VP	15	s	WEG56AW1_g
Affe	137182	105	Altenberg/Erzg	"9.f@	ˈœ . f ə 	2	V.CV	V.FV	1.41	s.w	WEH06AW1_g
Affe	118146	106	Mirow	"Op	ˈɔ p 	1	VC	VP	15	s	WEG60AW1_g
Affe	124194	107	Vietmannsdorf	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEG74AW1_g
Affe	126543	108	Schraden	"a.vE	ˈa . v ɛ 	2	V.CV	V.FV	1.41	s.w	WEH20AW1_g
Affe	137478	109	Rammenau	"O.fE	ˈɔ . f ɛ 	2	V.CV	V.FV	1.41	s.w	WEH23AW1_g
Affe	96433	110	Siebenbach	"af	ˈa f 	1	VC	VF	14	s	WEC89AW1_g
Affe	139458	111	Schellroda	"A.fE	ˈɑ . f ɛ 	2	V.CV	V.FV	1.41	s.w	WEH55AW1_g
Affe	114116	112	Osterbruch	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF70AW1_g
Affe	98830	113	Niederasphe	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEF50AW1_g
Affe	112823	114	Oiste	"A.b@	ˈɑ . b ə 	2	V.CV	V.PV	1.51	s.w	WEG01AW1_g
Affe	522626	115	Valdorf	"a:.p@	ˈaː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEF82AW1_g
Affe	142179	116	Bockelwitz	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEH36AW1_g
Affe	534317	117	Niederauerbach	"af	ˈa f 	1	VC	VF	14	s	WEJ28AW1_g
Affe	122070	118	Verchen	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEG62AW1_g
Affe	124734	119	Reetz/Belzig	"A.v@	ˈɑ . v ə 	2	V.CV	V.FV	1.41	s.w	WEH01AW1_g
Affe	92088	120	Kemmern	"Of	ˈɔ f 	1	VC	VF	14	s	WED53AW1_g
Affe	122830	121	Hundisburg	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEG78AW1_g
Affe	77404	122	Nürnberg	"af	ˈa f 	1	VC	VF	14	s	WEF14AW1_g
Affe	117816	123	Gerbstedt	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEH64AW1_g
Affe	76974	124	Schauenstein	"af	ˈa f 	1	VC	VF	14	s	WED55AW1_g
Affe	138617	125	Jonsdorf	"A.fE	ˈɑ . f ɛ 	2	V.CV	V.FV	1.41	s.w	WEH17AW1_g
Affe	106665	126	Wasbek	"o:x	ˈoː x 	1	VCC	V:F	14	s	WEJ62AW1_g
Affe	94235	127	Lohra	"af	ˈa f 	1	VC	VF	14	s	WEJ03AW1_g
Affe	116692	128	Grossenwiehe	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF63AW1_g
Affe	121678	129	Ruhlsdorf/Luckenwalde	"O:.p@	ˈɔː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEG91AW1_g
Affe	89144	130	Maxweiler(Übergangsgebiet)	"Af	ˈɑ f 	1	VC	VF	14	s	WED33AW1_g
Affe	96254	131	Lohrhaupten	"af	ˈa f 	1	VC	VF	14	s	WEE92AW1_g
Affe	141322	132	Wehrsdorf	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEJ49AW1_g
Affe	77989	133	Wildpoldsried	"af	ˈa f 	1	VC	VF	14	s	WEG35AW1_g
Affe	105310	134	Herssum	"A.p@	ˈɑ . p ə 	2	V.CV	V.PV	1.51	s.w	WEG03AW1_g
Affe	132113	135	Seelbach	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEC97AW1_g
Affe	73053	136	Langenbruck	"A:f	ˈɑː f 	1	VCC	V:F	14	s	WED26AW1_g
Affe	131639	137	Billingsbach	"Af	ˈɑ f 	1	VC	VF	14	s	WED02AW1_g
Affe	142544	138	Borstendorf/Erzg	"af	ˈa f 	1	VC	VF	14	s	WEG82AW1_g
Affe	98815	139	Niedernhausen	"af	ˈa f 	1	VC	VF	14	s	WEJ36AW1_g
Affe	119269	140	Herzfeld	"a:p	ˈaː p 	1	VCC	V:P	15	s	WEG69AW1_g
Affe	118165	141	Falkenthal	"o:p	ˈoː p 	1	VCC	V:P	15	s	WEG73AW1_g
Affe	142132	142	Großwechsungen/Nordhausen	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEG86AW1_g
Affe	73067	143	Gelting	"Af	ˈɑ f 	1	VC	VF	14	s	WED28AW1_g
Affe	94091	144	Rosenthal	"A.f@	ˈɑ . f ə 	2	V.CV	V.FV	1.41	s.w	WEF07AW1_g
Affe	108547	145	WentorfAS	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF73AW1_g
Affe	136865	146	Helmers	"Af	ˈɑ f 	1	VC	VF	14	s	WEG50AW1_g
Affe	100345	147	Tann	"af	ˈa f 	1	VC	VF	14	s	WED24AW1_g
Affe	105112	148	Wangerooge	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEJ75AW1_g
Affe	100120	149	Orferode	"A.f@	ˈɑ . f ə 	2	V.CV	V.FV	1.41	s.w	WEE29AW1_g
Affe	103353	150	Wemb	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEC85AW1_g
Affe	132665	151	Pfaffenrot	"af	ˈa f 	1	VC	VF	14	s	WEC95AW1_g
Affe	100345	152	Tann	"af	ˈa f 	1	VC	VF	14	s	WED21AW1_g
Affe	103623	153	Herrentrup	"A:.b@	ˈɑː . b ə 	2	VC.CV	V:.PV	1.51	s.w	WEC79AW1_g
Affe	109582	154	Diekhusen-Fahrstedt	"o:p	ˈoː p 	1	VCC	V:P	15	s	WEF58AW1_g
Affe	94066	155	Oberwürzbach	"af	ˈa f 	1	VC	VF	14	s	WEC92AW1_g
Affe	120286	156	KleinRossau	"o:p	ˈoː p 	1	VCC	V:P	15	s	WEG70AW1_g
Affe	125647	157	Osterfeld	"a.f@	ˈa . f ə 	2	V.CV	V.FV	1.41	s.w	WEH03AW1_g
Affe	534207	158	Hohenkörben	"a:p	ˈaː p 	1	VCC	V:P	15	s	WEG05AW1_g
Affe	114794	159	Jever	"O:p	ˈɔː p 	1	VCC	V:P	15	s	WEJ65AW1_g
Affe	123486	160	Landgrafroda/Querfurt	"A.f@	ˈɑ . f ə 	2	V.CV	V.FV	1.41	s.w	WEG89AW1_g
Affe	112022	161	Ebstorf	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF75AW1_g
Affe	97496	162	Bremscheid	"a.p@	ˈa . p ə 	2	V.CV	V.PV	1.51	s.w	WEG15AW1_g
Affe	71626	163	Oberviehbach	"A:f	ˈɑː f 	1	VCC	V:F	14	s	WED46AW1_g
Affe	96934	164	Einöllen	"af	ˈa f 	1	VC	VF	14	s	WEG36AW1_g
Affe	81534	165	Weidenbach	"A.f@	ˈɑ . f ə 	2	V.CV	V.FV	1.41	s.w	WED35AW1_g
Affe	101858	166	Hesselteich	"a:.p@	ˈaː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEG07AW1_g
Affe	110821	167	Hohwacht	"o:p	ˈoː p 	1	VCC	V:P	15	s	WE847AW1_g
Affe	102156	168	Herdecke	"a:.p@	ˈaː . p ə 	2	VC.CV	V:.PV	1.51	s.w	WEG09AW1_g
Affe	121905	169	GroßMohrdorf	"Op	ˈɔ p 	1	VC	VP	15	s	WEG54AW1_g
Affe	136417	170	Iversheim	"a:p	ˈaː p 	1	VCC	V:P	15	s	WEC88AW1_g
Affe	120820	171	Breddin	"o:p	ˈoː p 	1	VCC	V:P	15	s	WEG72AW1_g
Affe	116468	172	Huddestorf	"a.b@	ˈa . b ə 	2	V.CV	V.PV	1.51	s.w	WEG00AW1_g
Affe	115354	173	Kuhstedt	"o:p	ˈoː p 	1	VCC	V:P	15	s	WEF68AW1_g
Affe	114506	174	Dreeke	"a.b@	ˈa . b ə 	2	V.CV	V.PV	1.51	s.w	WEG02AW1_g
Affe	118512	175	Bennin	"ap	ˈa p 	1	VC	VP	15	s	WEJ39AW1_g
Affe	139171	176	Exdorf	"af	ˈa f 	1	VC	VF	14	s	WEH54AW1_g
Affe	117629	177	Hammah	"A:p	ˈɑː p 	1	VCC	V:P	15	s	WEF71AW1_g
Affe	999	178	Standard	"a.f@	ˈa.fə	2	V.CV	V.FV	1.41	s.w	None
alle	124734	1	Reetz/Belzig	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEH01AW1_g
alle	141434	2	Mockern/Altenburg	"al	ˈa l 	1	VC	VL	12	s	WEG83AW1_g
alle	103623	3	Herrentrup	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WEC79AW1_g
alle	97496	4	Bremscheid	"al_\	ˈa l̂ 	1	VC	VL	12	s	WEG15AW1_g
alle	126543	5	Schraden	"Al	ˈɑ l 	1	VC	VL	12	s	WEH20AW1_g
alle	105687	6	Osterhagen	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC69AW1_g
alle	108547	7	WentorfAS	"6:l	ˈɐː l 	1	VCC	V:L	12	s	WEF73AW1_g
alle	122830	8	Hundisburg	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG78AW1_g
alle	87273	9	Igling	"al	ˈa l 	1	VC	VL	12	s	WED29AW1_g
alle	98155	10	Offdilln	"al	ˈa l 	1	VC	VL	12	s	WED15AW1_g
alle	122935	11	Pretzsch/Wittenberg	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG90AW1_g
alle	126340	12	Benzingerode/Wernigerode	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG87AW1_g
alle	126983	13	Schönbeck	"al	ˈa l 	1	VC	VL	12	s	WEG67AW1_g
alle	76974	14	Schauenstein	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WED55AW1_g
alle	87629	15	Zellingen	"2:l	ˈøː l 	1	VCC	V:L	12	s	WED03AW1_g
alle	133243	16	Burgrieden	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WED41AW1_g
alle	106665	17	Wasbek	"al	ˈa l 	1	VC	VL	12	s	WEJ62AW1_g
alle	118146	18	Mirow	"al	ˈa l 	1	VC	VL	12	s	WEG60AW1_g
alle	89340	19	Schnepfenbach	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WED37AW1_g
alle	115080	20	Ahrbergen	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEF99AW1_g
alle	79153	21	Ulbering	"A:.l@	ˈɑː . l ə 	2	VC.CV	V:.LV	1.21	s.w	WED45AW1_g
alle	134531	22	Odenspiel	"al_\	ˈa l̂ 	1	VC	VL	12	s	WEG10AW1_g
alle	119269	23	Herzfeld	"al	ˈa l 	1	VC	VL	12	s	WEG69AW1_g
alle	107178	24	Freden	"al	ˈa l 	1	VC	VL	12	s	WEF83AW1_g
alle	103353	25	Wemb	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC85AW1_g
alle	109582	26	Diekhusen-Fahrstedt	"A:l	ˈɑː l 	1	VCC	V:L	12	s	WEF58AW1_g
alle	80157	27	Obermaiselstein	"a:.l@	ˈaː . l ə 	2	VC.CV	V:.LV	1.21	s.w	WED42AW1_g
alle	99852	28	Hartenfels	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG13AW1_g
alle	103217	29	Niederschelden	a."l@_\	a . ˈl ə̂ 	2	V.CV	V.LV	1.21	w.s	WEH34AW1_g
alle	131639	30	Billingsbach	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WED02AW1_g
alle	130378	31	Eschelbronn	"al	ˈa l 	1	VC	VL	12	s	WEC94AW1_g
alle	121128	32	NeuSchadow/Lübben	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG94AW1_g
alle	97496	33	Bremscheid	"aU	ˈaʊ 	1	VC	VV	1	s	WEG15AW1_g
alle	102355	34	Wüllen	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEC82AW1_g
alle	90559	35	Treffelstein	"o.l@	ˈo . l ə 	2	V.CV	V.LV	1.21	s.w	WED51AW1_g
alle	139458	36	Schellroda	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEH55AW1_g
alle	112823	37	Oiste	"6.l@	ˈɐ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG01AW1_g
alle	136673	38	Theuma	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG80AW1_g
alle	99852	39	Hartenfels	"al_\	ˈa l̂ 	1	VC	VL	12	s	WEG13AW1_g
alle	96433	40	Siebenbach	"a_\.l@	ˈâ . l ə 	2	V.CV	V.LV	1.21	s.w	WEC89AW1_g
alle	116270	41	Clausthal-Zellerfeld	"9l	ˈœ l 	1	VC	VL	12	s	WEC48AW1_g
alle	93399	42	Hermannsreuth	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG27AW1_g
alle	99867	43	Ungstein	"al	ˈa l 	1	VC	VL	12	s	WEG38AW1_g
alle	100345	44	Tann	"Ol	ˈɔ l 	1	VC	VL	12	s	WED24AW1_g
alle	122070	45	Verchen	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEG62AW1_g
alle	115632	46	Warpe	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEJ68AW1_g
alle	102330	47	Albersloh	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG08AW1_g
alle	97362	48	Ensheim	"al	ˈa l 	1	VC	VL	12	s	WED05AW1_g
alle	133354	49	Iggingen	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WED01AW1_g
alle	142692	50	Engelsbach	"Al	ˈɑ l 	1	VC	VL	12	s	WEH57AW1_g
alle	119269	51	Herzfeld	"aU	ˈaʊ 	1	VC	VV	1	s	WEG69AW1_g
alle	121678	52	Ruhlsdorf/Luckenwalde	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG91AW1_g
alle	96991	53	Bruch	"a:l_\	ˈaː l̂ 	1	VCC	V:L	12	s	WEE63AW1_g
alle	100553	54	Eisenbach	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEE59AW1_g
alle	98885	55	Kruft	"al_\	ˈa l̂ 	1	VC	VL	12	s	WEG18AW1_g
alle	101005	56	Frohnhausen/Battenberg	"al	ˈa l 	1	VC	VL	12	s	WEF47AW1_g
alle	114794	57	Jever	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEJ65AW1_g
alle	117389	58	Wieda	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC56AW1_g
alle	132665	59	Pfaffenrot	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC95AW1_g
alle	105112	60	Wangerooge	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEJ75AW1_g
alle	104872	61	Astfeld	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC62AW1_g
alle	110034	62	Theuma	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEJ69AW1_g
alle	81534	63	Weidenbach	"Al	ˈɑ l 	1	VC	VL	12	s	WED35AW1_g
alle	77404	64	Nürnberg	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEF14AW1_g
alle	534207	65	Hohenkörben	"al	ˈa l 	1	VC	VL	12	s	WEG05AW1_g
alle	112685	66	Eversen	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEF78AW1_g
alle	100120	67	Orferode	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEE29AW1_g
alle	132787	68	Endenburg/Lehnacker	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEC98AW1_g
alle	94066	69	Oberwürzbach	"al	ˈa l 	1	VC	VL	12	s	WEC92AW1_g
alle	124917	70	Jürgenshagen	"al	ˈa l 	1	VC	VL	12	s	WEG56AW1_g
alle	97691	71	Mörshausen	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG84AW1_g
alle	72938	72	Hartenstein	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WED52AW1_g
alle	139171	73	Exdorf	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEH54AW1_g
alle	100345	74	Tann	"al	ˈa l 	1	VC	VL	12	s	WED21AW1_g
alle	103582	75	Brockhausen	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC78AW1_g
alle	116270	76	Clausthal-Zellerfeld	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEC48AW1_g
alle	131034	77	Horheim	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WED39AW1_g
alle	534317	80	Niederauerbach	"al	ˈa l 	1	VC	VL	12	s	WEJ28AW1_g
alle	534207	81	Hohenkörben	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG05AW1_g
alle	118882	82	Grünow	"6.l@	ˈɐ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG76AW1_g
alle	84354	83	Peterskirchen	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG31AW1_g
alle	107979	84	Bardenfleth	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEJ61AW1_g
alle	106912	85	Brelingen	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEF80AW1_g
alle	81382	86	Ottowind	"E.l6	ˈɛ . l ɐ 	2	V.CV	V.LV	1.21	s.w	WED56AW1_g
alle	72112	87	Maibrunn/Straubing	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG28AW1_g
alle	118165	88	Falkenthal	"Al	ˈɑ l 	1	VC	VL	12	s	WEG73AW1_g
alle	139652	90	Linz	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEH21AW1_g
alle	140999	91	Gornsdorf	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEH70AW1_g
alle	127805	92	Kleinbottwar	"E.l@	ˈɛ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG39AW1_g
alle	137182	93	Altenberg/Erzg	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEH06AW1_g
alle	100418	94	Wittelsberg	"al	ˈa l 	1	VC	VL	12	s	WEF57AW1_g
alle	71399	95	Pielenhofen	"O:.l@	ˈɔː . l ə 	2	VC.CV	V:.LV	1.21	s.w	WED49AW1_g
alle	135360	96	Aachen	"al_\	ˈa l̂ 	1	VC	VL	12	s	WEJ47AW1_g
alle	108461	97	Wasbüttel	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEF77AW1_g
alle	93295	98	Binswangen	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WED31AW1_g
alle	112022	99	Ebstorf	"al	ˈa l 	1	VC	VL	12	s	WEF75AW1_g
alle	124917	100	Jürgenshagen	"a:	ˈaː 	1	VC	V:	1	s	WEG56AW1_g
alle	88232	101	Altentrüdingen	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WED34AW1_g
alle	71182	102	Schachach	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WED27AW1_g
alle	94091	104	Rosenthal	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEF07AW1_g
alle	94235	105	Lohra	"al	ˈa l 	1	VC	VL	12	s	WEJ03AW1_g
alle	107979	106	Bardenfleth	"@l	ˈə l 	1	VC	VL	12	s	WEJ61AW1_g
alle	137478	107	Rammenau	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEH23AW1_g
alle	106665	108	Wasbek	"A:l	ˈɑː l 	1	VCC	V:L	12	s	WEJ62AW1_g
alle	74385	110	Pöttmes	"OI	ˈɔɪ 	1	VC	VV	1	s	WED32AW1_g
alle	120286	111	KleinRossau	"al	ˈa l 	1	VC	VL	12	s	WEG70AW1_g
alle	117629	112	Hammah	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEF71AW1_g
alle	73067	113	Gelting	"O.l@	ˈɔ . l ə 	2	V.CV	V.LV	1.21	s.w	WED28AW1_g
alle	101858	114	Hesselteich	"al	ˈa l 	1	VC	VL	12	s	WEG07AW1_g
alle	125086	115	GroßJamno/Forst	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG97AW1_g
alle	107178	116	Freden	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEF83AW1_g
alle	138617	117	Jonsdorf	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEH17AW1_g
alle	98997	118	Röhrda	"A.l@	ˈɑ . l ə 	2	V.CV	V.LV	1.21	s.w	WEF98AW1_g
alle	107244	119	Schwabstedt	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEF62AW1_g
alle	96254	120	Lohrhaupten	"al	ˈa l 	1	VC	VL	12	s	WEE92AW1_g
alle	102505	121	Haddorf	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEG06AW1_g
alle	100376	122	Winterspelt	"a_\.l@	ˈâ . l ə 	2	V.CV	V.LV	1.21	s.w	WEG20AW1_g
alle	101119	123	Adorf	"O.l6	ˈɔ . l ɐ 	2	V.CV	V.LV	1.21	s.w	WEC77AW1_g
alle	138212	124	Rosswein	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEH18AW1_g
alle	114506	125	Dreeke	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEG02AW1_g
alle	119195	126	Wolgast	"al	ˈa l 	1	VC	VL	12	s	WE953AW1_g
alle	131478	127	Bempflingen	"E.l@	ˈɛ . l ə 	2	V.CV	V.LV	1.21	s.w	WED00AW1_g
alle	98052	128	Herbornseelbach	"al	ˈa l 	1	VC	VL	12	s	WEE83AW1_g
alle	141322	129	Wehrsdorf	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEJ49AW1_g
alle	77989	130	Wildpoldsried	"al	ˈa l 	1	VC	VL	12	s	WEG35AW1_g
alle	101119	131	Adorf	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC77AW1_g
alle	124194	132	Vietmannsdorf	"aI	ˈaɪ 	1	VC	VV	1	s	WEG74AW1_g
alle	134449	133	Leuth	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WEC86AW1_g
alle	95188	134	Büdesheim	"a.l@	ˈa . l ə 	2	V.CV	V.LV	1.21	s.w	WED07AW1_g
alle	110821	135	Hohwacht	"a:l	ˈaː l 	1	VCC	V:L	12	s	WE847AW1_g
alle	116692	136	Grossenwiehe	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEF63AW1_g
alle	114116	137	Osterbruch	"a:l	ˈaː l 	1	VCC	V:L	12	s	WEF70AW1_g
alle	124534	138	Hagen	"6l	ˈɐ l 	1	VC	VL	12	s	WEG52AW1_g
