Concept	LID	WNUM	LName	Sampa	Tokens	CV	Classes	Sonority	Type	Filename
kalte	98815	140	Niedernhausen	"kal.t@	ˈk a l . t ə 	2	CVC.CV	PVL.PV	512.51	s.w	WEJ36AW1_g
kalte	132665	141	Pfaffenrot	"kxalt	ˈkx a l t 	1	CVCC	AVLP	54125	s	WEC95AW1_g
kalte	94091	142	Rosenthal	"kA:.l@	ˈk ɑː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEF07AW1_g
kalte	105310	143	Herssum	"ko:l.t@	ˈk oː l . t ə 	2	CVCC.CV	PV:L.PV	512.51	s.w	WEG03AW1_g
kalte	114116	144	Osterbruch	"koU.l@	ˈk oʊ . l ə 	2	CVC.CV	PVV.LV	51.21	s.w	WEF70AW1_g
kalte	97691	145	Mörshausen	"ka:.l@	ˈk aː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG84AW1_g
kalte	94066	146	Oberwürzbach	"kalt	ˈk a l t 	1	CVCC	PVLP	5125	s	WEC92AW1_g
kalte	116468	147	Huddestorf	"ko:.l@	ˈk oː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG00AW1_g
kalte	94235	148	Lohra	"kA:.l@	ˈk ɑː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEJ03AW1_g
kalte	99852	149	Hartenfels	"ka:_/.l@	ˈk aː̌ . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG13AW1_g
kalte	118165	150	Falkenthal	"ko:.l@	ˈk oː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG73AW1_g
kalte	114794	151	Jever	"ko:.l@	ˈk oː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEJ65AW1_g
kalte	109126	152	Holmkjer	"ko:.l@	ˈk oː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEF64AW1_g
kalte	103353	153	Wemb	"ka.l@	ˈk a . l ə 	2	CV.CV	PV.LV	51.21	s.w	WEC85AW1_g
kalte	131625	154	Oberhomberg	"ka:lt	ˈk aː l t 	1	CVCCC	PV:LP	5125	s	WED40AW1_g
kalte	98572	155	Gottsbüren/Hofgeismar	"ka:.l@	ˈk aː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEF95AW1_g
kalte	139652	156	Linz	"ka:.l@	ˈk aː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEH21AW1_g
kalte	121678	157	Ruhlsdorf/Luckenwalde	"ko:.l@	ˈk oː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG91AW1_g
kalte	103623	158	Herrentrup	"kaU.l@	ˈk aʊ . l ə 	2	CVC.CV	PVV.LV	51.21	s.w	WEC79AW1_g
kalte	137182	159	Altenberg/Erzg	"kal.t@	ˈk a l . t ə 	2	CVC.CV	PVL.PV	512.51	s.w	WEH06AW1_g
kalte	76974	160	Schauenstein	"kxAl.t@	ˈkx ɑ l . t ə 	2	CVC.CV	AVL.PV	5412.51	s.w	WED55AW1_g
kalte	98830	161	Niederasphe	"kA:.l@	ˈk ɑː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEF50AW1_g
kalte	142682	162	Großballhausen	"ka:.l@	ˈk aː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG43AW1_g
kalte	120820	163	Breddin	"ko:.l@	ˈk oː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEG72AW1_g
kalte	107244	164	Schwabstedt	"koU.l@	ˈk oʊ . l ə 	2	CVC.CV	PVV.LV	51.21	s.w	WEF62AW1_g
kalte	116692	165	Grossenwiehe	"koU.l@	ˈk oʊ . l ə 	2	CVC.CV	PVV.LV	51.21	s.w	WEF63AW1_g
kalte	136673	166	Theuma	"kAl.t@	ˈk ɑ l . t ə 	2	CVC.CV	PVL.PV	512.51	s.w	WEG80AW1_g
kalte	103217	167	Niederschelden	"kal.t@	ˈk a l . t ə 	2	CVC.CV	PVL.PV	512.51	s.w	WEH34AW1_g
kalte	98155	169	Offdilln	"kA:.l@	ˈk ɑː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WED15AW1_g
kalte	89144	170	Maxweiler(Übergangsgebiet)	"kal.t@	ˈk a l . t ə 	2	CVC.CV	PVL.PV	512.51	s.w	WED33AW1_g
kalte	101858	171	Hesselteich	"koU.l@	ˈk oʊ . l ə 	2	CVC.CV	PVV.LV	51.21	s.w	WEG07AW1_g
kalte	80214	172	Ramsau	"kOI.t@	ˈk ɔɪ . t ə 	2	CVC.CV	PVV.PV	51.51	s.w	WEG33AW1_g
kalte	127805	173	Kleinbottwar	"kxAl.t@	ˈkx ɑ l . t ə 	2	CVC.CV	AVL.PV	5412.51	s.w	WEG39AW1_g
kalte	140999	174	Gornsdorf	"kal.t@	ˈk a l . t ə 	2	CVC.CV	PVL.PV	512.51	s.w	WEH70AW1_g
kalte	102156	175	Herdecke	"kO.l@	ˈk ɔ . l ə 	2	CV.CV	PV.LV	51.21	s.w	WEG09AW1_g
kalte	138617	176	Jonsdorf	"ka:.l@	ˈk aː . l ə 	2	CVC.CV	PV:.LV	51.21	s.w	WEH17AW1_g
kalte	999	177	Standard	"kal.t@	ˈkal.tə	2	CVC.CV	PVL.PV	512.51	s.w	None
kam	109582	1	Diekhusen-Fahrstedt	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF58AW1_g
kam	122070	2	Verchen	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG62AW1_g
kam	112022	3	Ebstorf	"k9Im	ˈk œɪ m 	1	CVCC	PVVN	513	s	WEF75AW1_g
kam	97362	4	Ensheim	"ko:m	ˈk oː m 	1	CVCC	PV:N	513	s	WED05AW1_g
kam	142692	5	Engelsbach	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH57AW1_g
kam	118512	6	Bennin	"k9:m	ˈk œː m 	1	CVCC	PV:N	513	s	WEJ39AW1_g
kam	134449	7	Leuth	"ko6m	ˈk oɐ m 	1	CVCC	PVVN	513	s	WEC86AW1_g
kam	72938	8	Hartenstein	"kAn	ˈk ɑ n 	1	CVC	PVN	513	s	WED52AW1_g
kam	125086	9	GroßJamno/Forst	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG97AW1_g
kam	102156	10	Herdecke	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG09AW1_g
kam	101858	11	Hesselteich	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG07AW1_g
kam	124734	12	Reetz/Belzig	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH01AW1_g
kam	106912	13	Brelingen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF80AW1_g
kam	92088	14	Kemmern	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WED53AW1_g
kam	108547	15	WentorfAS	"kam	ˈk a m 	1	CVC	PVN	513	s	WEF73AW1_g
kam	103582	16	Brockhausen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC78AW1_g
kam	120233	17	KirchKogel	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG41AW1_g
kam	94066	18	Oberwürzbach	"kam	ˈk a m 	1	CVC	PVN	513	s	WEC92AW1_g
kam	121678	19	Ruhlsdorf/Luckenwalde	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEG91AW1_g
kam	121905	20	GroßMohrdorf	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG54AW1_g
kam	116270	21	Clausthal-Zellerfeld	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEC48AW1_g
kam	100345	22	Tann	"kom	ˈk o m 	1	CVC	PVN	513	s	WED21AW1_g
kam	123486	23	Landgrafroda/Querfurt	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG89AW1_g
kam	96433	24	Siebenbach	"kO:m_\	ˈk ɔː m̂ 	1	CVCC	PV:N	513	s	WEC89AW1_g
kam	114794	25	Jever	"keIm	ˈk eɪ m 	1	CVCC	PVVN	513	s	WEJ65AW1_g
kam	534378	26	Reelkirchen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC80AW1_g
kam	141434	27	Mockern/Altenburg	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG83AW1_g
kam	136417	28	Iversheim	"ka:m_\	ˈk aː m̂ 	1	CVCC	PV:N	513	s	WEC88AW1_g
kam	109126	29	Holmkjer	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF64AW1_g
kam	100376	30	Winterspelt	"kUm_\	ˈk ʊ m̂ 	1	CVC	PVN	513	s	WEG20AW1_g
kam	120286	31	KleinRossau	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG70AW1_g
kam	105112	32	Wangerooge	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEJ75AW1_g
kam	112823	33	Oiste	"k9m	ˈk œ m 	1	CVC	PVN	513	s	WEG01AW1_g
kam	137182	34	Altenberg/Erzg	"k9:m	ˈk œː m 	1	CVCC	PV:N	513	s	WEH06AW1_g
kam	118165	35	Falkenthal	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG73AW1_g
kam	103217	36	Niederschelden	"kam	ˈk a m 	1	CVC	PVN	513	s	WEH34AW1_g
kam	111294	37	Jeetzel	"kE:m	ˈk ɛː m 	1	CVCC	PV:N	513	s	WEF74AW1_g
kam	116468	38	Huddestorf	"k6:m	ˈk ɐː m 	1	CVCC	PV:N	513	s	WEG00AW1_g
kam	141827	39	Lampertswalde	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH38AW1_g
kam	71182	40	Schachach	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WED27AW1_g
kam	97691	41	Mörshausen	"kom	ˈk o m 	1	CVC	PVN	513	s	WEG84AW1_g
kam	98052	42	Herbornseelbach	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEE81AW1_g
kam	115354	43	Kuhstedt	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEF68AW1_g
kam	134531	44	Odenspiel	"kA:m_\	ˈk ɑː m̂ 	1	CVCC	PV:N	513	s	WEG10AW1_g
kam	132665	45	Pfaffenrot	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC95AW1_g
kam	114506	46	Dreeke	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG02AW1_g
kam	107178	47	Freden	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF83AW1_g
kam	136211	48	Köln	"kOm_\	ˈk ɔ m̂ 	1	CVC	PVN	513	s	WEJ44AW1_g
kam	107810	49	Jesteburg	"k2:m	ˈk øː m 	1	CVCC	PV:N	513	s	WEF72AW1_g
kam	110375	50	Barßel	"kEm	ˈk ɛ m 	1	CVC	PVN	513	s	WEJ67AW1_g
kam	112854	51	Ohrdorf	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF76AW1_g
kam	90559	52	Treffelstein	"kImt	ˈk ɪ m t 	1	CVCC	PVNP	5135	s	WED51AW1_g
kam	122830	53	Hundisburg	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG78AW1_g
kam	102355	54	Wüllen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC82AW1_g
kam	99867	55	Ungstein	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG38AW1_g
kam	104872	56	Astfeld	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC62AW1_g
kam	127102	57	Atzendorf(Straßfurt)	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG88AW1_g
kam	73053	58	Langenbruck	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WED26AW1_g
kam	120820	59	Breddin	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG72AW1_g
kam	110821	60	Hohwacht	"k9m	ˈk œ m 	1	CVC	PVN	513	s	WE847AW1_g
kam	107979	61	Bardenfleth	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEJ61AW1_g
kam	125647	62	Osterfeld	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH03AW1_g
kam	142407	63	Schmannewitz	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH39AW1_g
kam	119269	64	Herzfeld	"k9:m	ˈk œː m 	1	CVCC	PV:N	513	s	WEG69AW1_g
kam	104396	65	EngterHuxelort	"kaIm	ˈk aɪ m 	1	CVCC	PVVN	513	s	WEC81AW1_g
kam	131478	66	Bempflingen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WED00AW1_g
kam	76974	67	Schauenstein	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WED55AW1_g
kam	110034	68	Theuma	"k9m	ˈk œ m 	1	CVC	PVN	513	s	WEJ69AW1_g
kam	142179	69	Bockelwitz	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH36AW1_g
kam	139171	70	Exdorf	"kYm	ˈk ʏ m 	1	CVC	PVN	513	s	WEH54AW1_g
kam	103623	71	Herrentrup	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC79AW1_g
kam	124917	72	Jürgenshagen	"kIm	ˈk ɪ m 	1	CVC	PVN	513	s	WEG56AW1_g
kam	534207	73	Hohenkörben	"kUam	ˈk ʊa m 	1	CVCC	PVVN	513	s	WEG05AW1_g
kam	116692	74	Grossenwiehe	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF63AW1_g
kam	140999	75	Gornsdorf	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH70AW1_g
kam	126983	76	Schönbeck	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG67AW1_g
kam	118146	77	Mirow	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG60AW1_g
kam	105310	78	Herssum	"k2:m	ˈk øː m 	1	CVCC	PV:N	513	s	WEG03AW1_g
kam	119195	79	Wolgast	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WE953AW1_g
kam	108461	80	Wasbüttel	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF77AW1_g
kam	535541	81	Lippramsdorf	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC83AW1_g
kam	126340	82	Benzingerode/Wernigerode	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG87AW1_g
kam	99852	83	Hartenfels	"kOm_\	ˈk ɔ m̂ 	1	CVC	PVN	513	s	WEG13AW1_g
kam	133243	84	Burgrieden	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WED41AW1_g
kam	117816	85	Gerbstedt	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH64AW1_g
kam	114116	86	Osterbruch	"k9m	ˈk œ m 	1	CVC	PVN	513	s	WEF70AW1_g
kam	121128	87	NeuSchadow/Lübben	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG94AW1_g
kam	101114	88	Vielbrunn	"kAm	ˈk ɑ m 	1	CVC	PVN	513	s	WED04AW1_g
kam	139652	89	Linz	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH21AW1_g
kam	100553	90	Eisenbach	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEE59AW1_g
kam	98572	91	Gottsbüren/Hofgeismar	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF95AW1_g
kam	78096	92	Volkershausen	"kUIm	ˈk ʊɪ m 	1	CVCC	PVVN	513	s	WED38AW1_g
kam	122935	93	Pretzsch/Wittenberg	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG90AW1_g
kam	117629	94	Hammah	"k9m	ˈk œ m 	1	CVC	PVN	513	s	WEF71AW1_g
kam	106665	95	Wasbek	"k2:m	ˈk øː m 	1	CVCC	PV:N	513	s	WEJ62AW1_g
kam	522626	96	Valdorf	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF82AW1_g
kam	103353	97	Wemb	"kYm	ˈk ʏ m 	1	CVC	PVN	513	s	WEC85AW1_g
kam	89144	98	Maxweiler(Übergangsgebiet)	"kAm	ˈk ɑ m 	1	CVC	PVN	513	s	WED33AW1_g
kam	117389	99	Wieda	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEC56AW1_g
kam	102330	100	Albersloh	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG08AW1_g
kam	98885	101	Kruft	"kaUm_\	ˈk aʊ m̂ 	1	CVCC	PVVN	513	s	WEG18AW1_g
kam	112685	102	Eversen	"kaIm	ˈk aɪ m 	1	CVCC	PVVN	513	s	WEF78AW1_g
kam	119655	103	Altwarp	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG65AW1_g
kam	126108	104	Götz/Brandenburg	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG99AW1_g
kam	131625	105	Oberhomberg	"kUmt	ˈk ʊ m t 	1	CVCC	PVNP	5135	s	WED40AW1_g
kam	115080	106	Ahrbergen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF99AW1_g
kam	105687	107	Osterhagen	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC69AW1_g
kam	107244	108	Schwabstedt	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF62AW1_g
kam	138617	109	Jonsdorf	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH17AW1_g
kam	97293	110	Hönebach	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEG12AW1_g
kam	79153	111	Ulbering	"kAm	ˈk ɑ m 	1	CVC	PVN	513	s	WED45AW1_g
kam	126543	112	Schraden	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH20AW1_g
kam	98815	113	Niedernhausen	"kAm	ˈk ɑ m 	1	CVC	PVN	513	s	WEJ36AW1_g
kam	81382	114	Ottowind	"kam	ˈk a m 	1	CVC	PVN	513	s	WED56AW1_g
kam	118882	115	Grünow	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG76AW1_g
kam	135360	116	Aachen	"k2m_\	ˈk ø m̂ 	1	CVC	PVN	513	s	WEJ47AW1_g
kam	97496	117	Bremscheid	"kam_\	ˈk a m̂ 	1	CVC	PVN	513	s	WEG15AW1_g
kam	94091	118	Rosenthal	"kam	ˈk a m 	1	CVC	PVN	513	s	WEF07AW1_g
kam	124194	119	Vietmannsdorf	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG74AW1_g
kam	71626	120	Oberviehbach	"kAm	ˈk ɑ m 	1	CVC	PVN	513	s	WED46AW1_g
kam	100418	121	Wittelsberg	"ku:m	ˈk uː m 	1	CVCC	PV:N	513	s	WEF57AW1_g
kam	96991	122	Bruch	"kum_\	ˈk u m̂ 	1	CVC	PVN	513	s	WEE63AW1_g
kam	101119	123	Adorf	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC77AW1_g
kam	98997	124	Röhrda	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEF98AW1_g
kam	138212	125	Rosswein	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH18AW1_g
kam	102505	126	Haddorf	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG06AW1_g
kam	124534	127	Hagen	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG52AW1_g
kam	93455	128	Klafferstraß	"kImp	ˈk ɪ m p 	1	CVCC	PVNP	5135	s	WED47AW1_g
kam	999	129	Standard	"ka:m	ˈkaːm	1	CVCC	PV:N	513	s	None
kamen	124734	1	Reetz/Belzig	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH01AW1_g
kamen	116468	2	Huddestorf	"kaIm	ˈk aɪ m 	1	CVCC	PVVN	513	s	WEG00AW1_g
kamen	142179	3	Bockelwitz	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH36AW1_g
kamen	118165	4	Falkenthal	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEG73AW1_g
kamen	114794	5	Jever	"keIm	ˈk eɪ m 	1	CVCC	PVVN	513	s	WEJ65AW1_g
kamen	119195	6	Wolgast	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WE953AW1_g
kamen	139652	7	Linz	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH21AW1_g
kamen	107244	8	Schwabstedt	"keIm	ˈk eɪ m 	1	CVCC	PVVN	513	s	WEF62AW1_g
kamen	119655	9	Altwarp	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG65AW1_g
kamen	105687	10	Osterhagen	"gaIm	ˈɡ aɪ m 	1	CVCC	PVVN	513	s	WEC69AW1_g
kamen	134531	11	Odenspiel	"kA:_\.m@	ˈk ɑː̂ . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEG10AW1_g
kamen	98052	12	Herbornseelbach	"ko.m@	ˈk o . m ə 	2	CV.CV	PV.NV	51.31	s.w	WEE83AW1_g
kamen	534207	13	Hohenkörben	"kUm	ˈk ʊ m 	1	CVC	PVN	513	s	WEG05AW1_g
kamen	112022	14	Ebstorf	"k9Im	ˈk œɪ m 	1	CVCC	PVVN	513	s	WEF75AW1_g
kamen	141322	15	Wehrsdorf	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEJ49AW1_g
kamen	101858	16	Hesselteich	"kaIm	ˈk aɪ m 	1	CVCC	PVVN	513	s	WEG07AW1_g
kamen	97691	17	Mörshausen	"kA.m@n	ˈk ɑ . m ə n 	2	CV.CVC	PV.NVN	51.313	s.w	WEG84AW1_g
kamen	138212	18	Rosswein	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH18AW1_g
kamen	107810	19	Jesteburg	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEF72AW1_g
kamen	105310	20	Herssum	"k2:m	ˈk øː m 	1	CVCC	PV:N	513	s	WEG03AW1_g
kamen	99852	21	Hartenfels	"ko_\.m@n	ˈk ô . m ə n 	2	CV.CVC	PV.NVN	51.313	s.w	WEG13AW1_g
kamen	121128	22	NeuSchadow/Lübben	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG94AW1_g
kamen	119269	23	Herzfeld	"k9:m	ˈk œː m 	1	CVCC	PV:N	513	s	WEG69AW1_g
kamen	142407	24	Schmannewitz	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEH39AW1_g
kamen	98572	25	Gottsbüren/Hofgeismar	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF95AW1_g
kamen	116270	26	Clausthal-Zellerfeld	"kA:.m@	ˈk ɑː . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEC48AW1_g
kamen	139458	27	Schellroda	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH55AW1_g
kamen	136865	28	Helmers	"ku:.m@	ˈk uː . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEG50AW1_g
kamen	126340	29	Benzingerode/Wernigerode	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG87AW1_g
kamen	94235	30	Lohra	"ku.m@	ˈk u . m ə 	2	CV.CV	PV.NV	51.31	s.w	WEJ03AW1_g
kamen	110034	31	Theuma	"k9Ym	ˈk œʏ m 	1	CVCC	PVVN	513	s	WEJ69AW1_g
kamen	110821	32	Hohwacht	"k2Im	ˈk øɪ m 	1	CVCC	PVVN	513	s	WE847AW1_g
kamen	97496	33	Bremscheid	"ke:_\.m@n	ˈk eː̂ . m ə n 	2	CVC.CVC	PV:.NVN	51.313	s.w	WEG15AW1_g
kamen	96934	34	Einöllen	"kU.m@	ˈk ʊ . m ə 	2	CV.CV	PV.NV	51.31	s.w	WEG36AW1_g
kamen	109582	35	Diekhusen-Fahrstedt	"keIm	ˈk eɪ m 	1	CVCC	PVVN	513	s	WEF58AW1_g
kamen	123486	36	Landgrafroda/Querfurt	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG89AW1_g
kamen	117816	37	Gerbstedt	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEH64AW1_g
kamen	118146	38	Mirow	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG60AW1_g
kamen	98997	39	Röhrda	"ko:m	ˈk oː m 	1	CVCC	PV:N	513	s	WEF98AW1_g
kamen	137478	40	Rammenau	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH23AW1_g
kamen	522626	41	Valdorf	"k9:m	ˈk œː m 	1	CVCC	PV:N	513	s	WEF82AW1_g
kamen	104872	42	Astfeld	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEC62AW1_g
kamen	112823	43	Oiste	"k2:m	ˈk øː m 	1	CVCC	PV:N	513	s	WEG01AW1_g
kamen	110375	44	Barßel	"ke:.mIn	ˈk eː . m ɪ n 	2	CVC.CVC	PV:.NVN	51.313	s.w	WEJ67AW1_g
kamen	142544	45	Borstendorf/Erzg	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEG82AW1_g
kamen	142132	46	Großwechsungen/Nordhausen	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG86AW1_g
kamen	94232	47	Dexbach	"kA:.m@	ˈk ɑː . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEF49AW1_g
kamen	103217	48	Niederschelden	"ka.m@n	ˈk a . m ə n 	2	CV.CVC	PV.NVN	51.313	s.w	WEH34AW1_g
kamen	137182	49	Altenberg/Erzg	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH06AW1_g
kamen	138617	50	Jonsdorf	"kOm	ˈk ɔ m 	1	CVC	PVN	513	s	WEH17AW1_g
kamen	121678	51	Ruhlsdorf/Luckenwalde	"kO:m	ˈk ɔː m 	1	CVCC	PV:N	513	s	WEG91AW1_g
kamen	102330	52	Albersloh	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEG08AW1_g
kamen	98815	53	Niedernhausen	"ka:.m@	ˈk aː . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEJ36AW1_g
kamen	125086	54	GroßJamno/Forst	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEG97AW1_g
kamen	109126	55	Holmkjer	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEF64AW1_g
kamen	101005	56	Frohnhausen/Battenberg	"kA:.m@	ˈk ɑː . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEF47AW1_g
kamen	117389	57	Wieda	"kA:.m@n	ˈk ɑː . m ə n 	2	CVC.CVC	PV:.NVN	51.313	s.w	WEC56AW1_g
kamen	108461	58	Wasbüttel	"ka:m	ˈk aː m 	1	CVCC	PV:N	513	s	WEF77AW1_g
kamen	118882	59	Grünow	"ke:m	ˈk eː m 	1	CVCC	PV:N	513	s	WEG76AW1_g
kamen	142692	60	Engelsbach	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH57AW1_g
kamen	141827	61	Lampertswalde	"kA:m	ˈk ɑː m 	1	CVCC	PV:N	513	s	WEH38AW1_g
kamen	98830	62	Niederasphe	"kO:.m@	ˈk ɔː . m ə 	2	CVC.CV	PV:.NV	51.31	s.w	WEF50AW1_g
kamen	117629	63	Hammah	"k9m	ˈk œ m 	1	CVC	PVN	513	s	WEF71AW1_g
kamen	106665	64	Wasbek	"k2Im	ˈk øɪ m 	1	CVCC	PVVN	513	s	WEJ62AW1_g
